unit_id,blood_type,collected_at,expires_at,status,hospital_request_id,handed_over_at,disposed_at,created_at
3887,O+,2022-09-21 22:40:00,2022-11-02 22:40:00,disposed,,,2022-10-30 22:40:00,2022-09-21 20:40:00
3888,AB+,2021-04-06 10:09:00,2021-05-18 10:09:00,disposed,,,2021-05-18 10:09:00,2021-04-06 09:09:00
3889,AB+,2024-03-27 16:59:00,2024-05-08 16:59:00,handed_over,7389.0,2024-03-29 16:59:00,,2024-03-27 14:59:00
3890,B+,2022-02-11 12:13:00,2022-03-25 12:13:00,available,,,,2022-02-11 11:13:00
3891,O+,2020-02-13 01:01:00,2020-03-26 01:01:00,handed_over,7619.0,2020-02-21 01:01:00,,2020-02-13 01:01:00
3892,B+,2024-09-09 08:55:00,2024-10-21 08:55:00,handed_over,8338.0,2024-09-18 08:55:00,,2024-09-09 08:55:00
3893,AB+,2022-05-23 03:33:00,2022-07-04 03:33:00,disposed,,,2022-07-02 03:33:00,2022-05-23 03:33:00
3894,B+,2020-10-12 04:08:00,2020-11-23 04:08:00,available,,,,2020-10-12 04:08:00
3895,O+,2017-06-19 12:43:00,2017-07-31 12:43:00,handed_over,3157.0,2017-06-28 12:43:00,,2017-06-19 11:43:00
3896,O+,2025-09-19 18:40:00,2025-10-31 18:40:00,handed_over,5932.0,2025-09-21 18:40:00,,2025-09-19 16:40:00
3897,A+,2017-04-02 18:41:00,2017-05-14 18:41:00,available,,,,2017-04-02 18:41:00
3898,O+,2019-10-19 13:39:00,2019-11-30 13:39:00,handed_over,5802.0,2019-10-27 13:39:00,,2019-10-19 12:39:00
3899,B+,2025-05-04 03:37:00,2025-06-15 03:37:00,available,,,,2025-05-04 02:37:00
3900,O+,2021-11-25 17:38:00,2022-01-06 17:38:00,handed_over,9405.0,2021-11-27 17:38:00,,2021-11-25 17:38:00
3901,B+,2016-09-17 09:31:00,2016-10-29 09:31:00,handed_over,6599.0,2016-09-24 09:31:00,,2016-09-17 09:31:00
3902,B+,2025-02-15 13:05:00,2025-03-29 13:05:00,disposed,,,2025-03-27 13:05:00,2025-02-15 12:05:00
3903,O+,2016-05-05 13:11:00,2016-06-16 13:11:00,disposed,,,2016-06-13 13:11:00,2016-05-05 11:11:00
3904,A-,2024-07-30 21:25:00,2024-09-10 21:25:00,available,,,,2024-07-30 20:25:00
3905,O+,2025-11-04 07:09:00,2025-12-16 07:09:00,available,,,,2025-11-04 07:09:00
3906,B+,2024-10-20 19:25:00,2024-12-01 19:25:00,handed_over,6876.0,2024-10-28 19:25:00,,2024-10-20 19:25:00
3907,B+,2016-05-15 08:44:00,2016-06-26 08:44:00,handed_over,9360.0,2016-05-16 08:44:00,,2016-05-15 08:44:00
3908,B+,2018-05-01 16:18:00,2018-06-12 16:18:00,disposed,,,2018-06-09 16:18:00,2018-05-01 14:18:00
3909,B-,2025-07-04 06:59:00,2025-08-15 06:59:00,available,,,,2025-07-04 04:59:00
3910,B+,2020-01-12 19:28:00,2020-02-23 19:28:00,disposed,,,2020-02-22 19:28:00,2020-01-12 17:28:00
3911,A+,2019-07-17 16:12:00,2019-08-28 16:12:00,handed_over,2959.0,2019-07-25 16:12:00,,2019-07-17 15:12:00
3912,A-,2018-05-10 01:26:00,2018-06-21 01:26:00,available,,,,2018-05-10 00:26:00
3913,A+,2025-04-13 13:32:00,2025-05-25 13:32:00,available,,,,2025-04-13 11:32:00
3914,O-,2022-05-21 04:38:00,2022-07-02 04:38:00,disposed,,,2022-07-01 04:38:00,2022-05-21 02:38:00
3915,O-,2019-12-24 23:13:00,2020-02-04 23:13:00,handed_over,9096.0,2019-12-27 23:13:00,,2019-12-24 23:13:00
3916,B+,2016-08-26 04:04:00,2016-10-07 04:04:00,disposed,,,2016-10-05 04:04:00,2016-08-26 04:04:00
3917,AB-,2024-10-01 20:23:00,2024-11-12 20:23:00,handed_over,2537.0,2024-10-02 20:23:00,,2024-10-01 19:23:00
3918,B+,2018-05-31 23:08:00,2018-07-12 23:08:00,available,,,,2018-05-31 21:08:00
3919,AB+,2024-04-22 09:25:00,2024-06-03 09:25:00,handed_over,2652.0,2024-04-29 09:25:00,,2024-04-22 07:25:00
3920,O+,2023-01-21 03:07:00,2023-03-04 03:07:00,available,,,,2023-01-21 02:07:00
3921,O+,2020-08-08 19:57:00,2020-09-19 19:57:00,handed_over,9336.0,2020-08-11 19:57:00,,2020-08-08 17:57:00
3922,B+,2019-06-30 16:47:00,2019-08-11 16:47:00,available,,,,2019-06-30 16:47:00
3923,O+,2022-11-18 06:00:00,2022-12-30 06:00:00,handed_over,1760.0,2022-11-26 06:00:00,,2022-11-18 04:00:00
3924,A-,2024-04-23 00:49:00,2024-06-04 00:49:00,handed_over,7323.0,2024-05-02 00:49:00,,2024-04-22 23:49:00
3925,O-,2016-01-04 22:19:00,2016-02-15 22:19:00,available,,,,2016-01-04 21:19:00
3926,A+,2021-03-23 19:35:00,2021-05-04 19:35:00,available,,,,2021-03-23 17:35:00
3927,AB+,2025-01-07 05:27:00,2025-02-18 05:27:00,handed_over,8886.0,2025-01-09 05:27:00,,2025-01-07 04:27:00
3928,AB+,2021-04-06 05:44:00,2021-05-18 05:44:00,disposed,,,2021-05-15 05:44:00,2021-04-06 05:44:00
3929,AB+,2017-06-18 06:55:00,2017-07-30 06:55:00,handed_over,2833.0,2017-06-19 06:55:00,,2017-06-18 06:55:00
3930,A+,2018-12-20 03:00:00,2019-01-31 03:00:00,handed_over,4613.0,2018-12-28 03:00:00,,2018-12-20 03:00:00
3931,O+,2017-10-07 23:36:00,2017-11-18 23:36:00,available,,,,2017-10-07 21:36:00
3932,A+,2017-07-10 18:35:00,2017-08-21 18:35:00,available,,,,2017-07-10 17:35:00
3933,AB+,2021-06-30 05:44:00,2021-08-11 05:44:00,handed_over,1162.0,2021-07-06 05:44:00,,2021-06-30 05:44:00
3934,A+,2017-07-28 04:44:00,2017-09-08 04:44:00,handed_over,6653.0,2017-07-29 04:44:00,,2017-07-28 03:44:00
3935,B+,2023-04-09 09:34:00,2023-05-21 09:34:00,handed_over,2199.0,2023-04-12 09:34:00,,2023-04-09 08:34:00
3936,B+,2023-02-27 12:31:00,2023-04-10 12:31:00,handed_over,9340.0,2023-03-08 12:31:00,,2023-02-27 11:31:00
3937,B+,2018-11-01 03:41:00,2018-12-13 03:41:00,handed_over,9905.0,2018-11-10 03:41:00,,2018-11-01 03:41:00
3938,A+,2018-05-07 02:16:00,2018-06-18 02:16:00,available,,,,2018-05-07 01:16:00
3939,A+,2018-08-26 00:17:00,2018-10-07 00:17:00,available,,,,2018-08-26 00:17:00
3940,B+,2020-06-28 20:19:00,2020-08-09 20:19:00,available,,,,2020-06-28 20:19:00
3941,O+,2022-10-24 08:33:00,2022-12-05 08:33:00,available,,,,2022-10-24 08:33:00
3942,O+,2022-08-15 15:34:00,2022-09-26 15:34:00,disposed,,,2022-09-24 15:34:00,2022-08-15 13:34:00
3943,A+,2016-01-16 20:12:00,2016-02-27 20:12:00,handed_over,3337.0,2016-01-22 20:12:00,,2016-01-16 19:12:00
3944,B+,2017-04-27 09:53:00,2017-06-08 09:53:00,handed_over,9846.0,2017-04-30 09:53:00,,2017-04-27 07:53:00
3945,A+,2025-03-13 17:37:00,2025-04-24 17:37:00,disposed,,,2025-04-20 17:37:00,2025-03-13 15:37:00
3946,A+,2017-03-29 17:37:00,2017-05-10 17:37:00,disposed,,,2017-05-07 17:37:00,2017-03-29 15:37:00
3947,AB+,2016-06-14 21:59:00,2016-07-26 21:59:00,handed_over,5782.0,2016-06-22 21:59:00,,2016-06-14 19:59:00
3948,AB+,2022-03-02 13:52:00,2022-04-13 13:52:00,disposed,,,2022-04-09 13:52:00,2022-03-02 13:52:00
3949,A+,2021-03-09 12:46:00,2021-04-20 12:46:00,available,,,,2021-03-09 12:46:00
3950,A+,2025-06-29 20:58:00,2025-08-10 20:58:00,disposed,,,2025-08-06 20:58:00,2025-06-29 19:58:00
3951,A+,2021-05-06 02:17:00,2021-06-17 02:17:00,available,,,,2021-05-06 01:17:00
3952,O+,2017-02-13 21:39:00,2017-03-27 21:39:00,handed_over,4211.0,2017-02-19 21:39:00,,2017-02-13 21:39:00
3953,O-,2021-10-16 17:27:00,2021-11-27 17:27:00,available,,,,2021-10-16 16:27:00
3954,A+,2022-03-17 12:46:00,2022-04-28 12:46:00,disposed,,,2022-04-25 12:46:00,2022-03-17 11:46:00
3955,A+,2017-01-20 09:33:00,2017-03-03 09:33:00,available,,,,2017-01-20 07:33:00
3956,O+,2025-02-06 20:43:00,2025-03-20 20:43:00,handed_over,2297.0,2025-02-07 20:43:00,,2025-02-06 18:43:00
3957,O+,2016-12-22 11:22:00,2017-02-02 11:22:00,handed_over,2955.0,2016-12-28 11:22:00,,2016-12-22 09:22:00
3958,B+,2019-11-04 01:26:00,2019-12-16 01:26:00,handed_over,6128.0,2019-11-09 01:26:00,,2019-11-03 23:26:00
3959,A+,2018-01-21 21:33:00,2018-03-04 21:33:00,handed_over,8927.0,2018-01-29 21:33:00,,2018-01-21 19:33:00
3960,A+,2023-01-19 19:25:00,2023-03-02 19:25:00,handed_over,3536.0,2023-01-21 19:25:00,,2023-01-19 19:25:00
3961,B-,2025-11-08 05:44:00,2025-12-20 05:44:00,handed_over,9508.0,2025-11-15 05:44:00,,2025-11-08 03:44:00
3962,B+,2023-01-26 09:36:00,2023-03-09 09:36:00,available,,,,2023-01-26 07:36:00
3963,A+,2016-11-23 05:36:00,2017-01-04 05:36:00,available,,,,2016-11-23 05:36:00
3964,B-,2024-09-22 21:05:00,2024-11-03 21:05:00,available,,,,2024-09-22 19:05:00
3965,A+,2018-11-21 16:37:00,2019-01-02 16:37:00,disposed,,,2019-01-01 16:37:00,2018-11-21 15:37:00
3966,O+,2021-04-20 04:22:00,2021-06-01 04:22:00,handed_over,4837.0,2021-04-26 04:22:00,,2021-04-20 04:22:00
3967,B+,2023-06-29 16:12:00,2023-08-10 16:12:00,available,,,,2023-06-29 15:12:00
3968,A+,2017-02-19 21:06:00,2017-04-02 21:06:00,handed_over,7085.0,2017-02-20 21:06:00,,2017-02-19 20:06:00
3969,B-,2018-07-06 20:05:00,2018-08-17 20:05:00,handed_over,7942.0,2018-07-14 20:05:00,,2018-07-06 20:05:00
3970,B+,2018-08-14 13:15:00,2018-09-25 13:15:00,available,,,,2018-08-14 13:15:00
3971,O-,2020-11-29 08:46:00,2021-01-10 08:46:00,handed_over,1325.0,2020-12-05 08:46:00,,2020-11-29 06:46:00
3972,B+,2025-05-05 17:29:00,2025-06-16 17:29:00,available,,,,2025-05-05 17:29:00
3973,A-,2020-02-10 09:41:00,2020-03-23 09:41:00,handed_over,3892.0,2020-02-13 09:41:00,,2020-02-10 09:41:00
3974,AB-,2018-01-05 22:02:00,2018-02-16 22:02:00,handed_over,6358.0,2018-01-10 22:02:00,,2018-01-05 20:02:00
3975,A-,2019-02-26 02:56:00,2019-04-09 02:56:00,available,,,,2019-02-26 00:56:00
3976,O+,2018-01-10 06:02:00,2018-02-21 06:02:00,disposed,,,2018-02-19 06:02:00,2018-01-10 06:02:00
3977,B+,2020-10-29 16:02:00,2020-12-10 16:02:00,available,,,,2020-10-29 14:02:00
3978,B+,2018-04-02 03:30:00,2018-05-14 03:30:00,available,,,,2018-04-02 01:30:00
3979,A+,2021-10-14 13:36:00,2021-11-25 13:36:00,disposed,,,2021-11-25 13:36:00,2021-10-14 11:36:00
3980,B+,2021-01-29 20:01:00,2021-03-12 20:01:00,available,,,,2021-01-29 19:01:00
3981,O+,2017-02-18 14:42:00,2017-04-01 14:42:00,available,,,,2017-02-18 12:42:00
3982,O+,2020-12-18 09:51:00,2021-01-29 09:51:00,available,,,,2020-12-18 08:51:00
3983,A+,2020-10-26 18:45:00,2020-12-07 18:45:00,handed_over,6657.0,2020-11-02 18:45:00,,2020-10-26 18:45:00
3984,A+,2024-08-26 22:53:00,2024-10-07 22:53:00,available,,,,2024-08-26 21:53:00
3985,O+,2017-07-11 00:31:00,2017-08-22 00:31:00,handed_over,2306.0,2017-07-20 00:31:00,,2017-07-10 23:31:00
3986,O+,2021-04-28 08:16:00,2021-06-09 08:16:00,available,,,,2021-04-28 07:16:00
3987,A+,2025-11-06 12:12:00,2025-12-18 12:12:00,available,,,,2025-11-06 11:12:00
3988,B+,2020-03-14 05:38:00,2020-04-25 05:38:00,handed_over,4353.0,2020-03-18 05:38:00,,2020-03-14 04:38:00
3989,B+,2023-03-10 07:55:00,2023-04-21 07:55:00,available,,,,2023-03-10 06:55:00
3990,O+,2020-10-18 02:17:00,2020-11-29 02:17:00,handed_over,1905.0,2020-10-20 02:17:00,,2020-10-18 02:17:00
3991,A+,2023-06-30 21:54:00,2023-08-11 21:54:00,handed_over,5106.0,2023-07-03 21:54:00,,2023-06-30 21:54:00
3992,A+,2022-04-01 02:47:00,2022-05-13 02:47:00,disposed,,,2022-05-13 02:47:00,2022-04-01 02:47:00
3993,O+,2019-11-13 23:53:00,2019-12-25 23:53:00,available,,,,2019-11-13 22:53:00
3994,A+,2018-03-12 14:47:00,2018-04-23 14:47:00,handed_over,8473.0,2018-03-19 14:47:00,,2018-03-12 12:47:00
3995,B+,2019-08-11 15:23:00,2019-09-22 15:23:00,available,,,,2019-08-11 14:23:00
3996,B+,2022-11-28 15:48:00,2023-01-09 15:48:00,disposed,,,2023-01-06 15:48:00,2022-11-28 15:48:00
3997,B+,2016-10-16 15:35:00,2016-11-27 15:35:00,disposed,,,2016-11-26 15:35:00,2016-10-16 14:35:00
3998,B+,2020-12-14 05:49:00,2021-01-25 05:49:00,disposed,,,2021-01-24 05:49:00,2020-12-14 05:49:00
3999,B+,2016-08-07 06:33:00,2016-09-18 06:33:00,available,,,,2016-08-07 04:33:00
4000,A+,2023-11-06 08:28:00,2023-12-18 08:28:00,available,,,,2023-11-06 06:28:00
4001,B-,2022-04-21 03:13:00,2022-06-02 03:13:00,handed_over,4477.0,2022-04-29 03:13:00,,2022-04-21 03:13:00
4002,O+,2024-08-06 06:07:00,2024-09-17 06:07:00,available,,,,2024-08-06 06:07:00
4003,O+,2021-08-04 18:58:00,2021-09-15 18:58:00,handed_over,9586.0,2021-08-09 18:58:00,,2021-08-04 17:58:00
4004,A+,2017-06-06 19:54:00,2017-07-18 19:54:00,available,,,,2017-06-06 18:54:00
4005,A+,2018-06-28 05:24:00,2018-08-09 05:24:00,handed_over,5660.0,2018-07-01 05:24:00,,2018-06-28 04:24:00
4006,A-,2024-12-23 17:00:00,2025-02-03 17:00:00,disposed,,,2025-02-02 17:00:00,2024-12-23 15:00:00
4007,B+,2025-05-24 00:00:00,2025-07-05 00:00:00,available,,,,2025-05-23 22:00:00
4008,B+,2018-09-07 09:49:00,2018-10-19 09:49:00,handed_over,7538.0,2018-09-08 09:49:00,,2018-09-07 07:49:00
4009,AB+,2017-01-30 16:31:00,2017-03-13 16:31:00,available,,,,2017-01-30 15:31:00
4010,A+,2017-06-28 07:41:00,2017-08-09 07:41:00,available,,,,2017-06-28 07:41:00
4011,A+,2024-06-24 09:49:00,2024-08-05 09:49:00,available,,,,2024-06-24 09:49:00
4012,B+,2018-12-20 08:56:00,2019-01-31 08:56:00,available,,,,2018-12-20 07:56:00
4013,AB+,2019-02-27 02:33:00,2019-04-10 02:33:00,available,,,,2019-02-27 01:33:00
4014,A+,2022-02-23 22:11:00,2022-04-06 22:11:00,handed_over,1904.0,2022-02-24 22:11:00,,2022-02-23 22:11:00
4015,AB+,2017-11-24 18:27:00,2018-01-05 18:27:00,handed_over,3955.0,2017-11-26 18:27:00,,2017-11-24 18:27:00
4016,A-,2022-01-03 11:49:00,2022-02-14 11:49:00,available,,,,2022-01-03 09:49:00
4017,O+,2021-09-26 01:10:00,2021-11-07 01:10:00,disposed,,,2021-11-07 01:10:00,2021-09-26 00:10:00
4018,O+,2019-04-10 04:58:00,2019-05-22 04:58:00,disposed,,,2019-05-18 04:58:00,2019-04-10 02:58:00
4019,A-,2019-08-31 23:37:00,2019-10-12 23:37:00,handed_over,2135.0,2019-09-05 23:37:00,,2019-08-31 21:37:00
4020,A+,2018-07-09 10:20:00,2018-08-20 10:20:00,handed_over,9606.0,2018-07-12 10:20:00,,2018-07-09 10:20:00
4021,B+,2023-10-28 03:08:00,2023-12-09 03:08:00,available,,,,2023-10-28 02:08:00
4022,A+,2019-11-20 09:58:00,2020-01-01 09:58:00,handed_over,6610.0,2019-11-27 09:58:00,,2019-11-20 09:58:00
4023,AB+,2018-10-02 04:32:00,2018-11-13 04:32:00,disposed,,,2018-11-13 04:32:00,2018-10-02 02:32:00
4024,O+,2021-10-17 15:36:00,2021-11-28 15:36:00,available,,,,2021-10-17 14:36:00
4025,AB+,2020-02-17 17:28:00,2020-03-30 17:28:00,handed_over,3150.0,2020-02-19 17:28:00,,2020-02-17 15:28:00
4026,O+,2017-01-24 20:17:00,2017-03-07 20:17:00,available,,,,2017-01-24 18:17:00
4027,B+,2016-06-08 09:46:00,2016-07-20 09:46:00,handed_over,4633.0,2016-06-10 09:46:00,,2016-06-08 09:46:00
4028,A+,2024-11-04 23:53:00,2024-12-16 23:53:00,available,,,,2024-11-04 22:53:00
4029,O+,2023-01-14 18:56:00,2023-02-25 18:56:00,handed_over,3090.0,2023-01-17 18:56:00,,2023-01-14 17:56:00
4030,B+,2025-05-29 19:02:00,2025-07-10 19:02:00,handed_over,6748.0,2025-05-30 19:02:00,,2025-05-29 18:02:00
4031,AB+,2019-03-13 06:43:00,2019-04-24 06:43:00,available,,,,2019-03-13 05:43:00
4032,A-,2016-04-02 14:29:00,2016-05-14 14:29:00,available,,,,2016-04-02 12:29:00
4033,A+,2019-12-18 22:48:00,2020-01-29 22:48:00,disposed,,,2020-01-28 22:48:00,2019-12-18 22:48:00
4034,O-,2021-09-07 20:29:00,2021-10-19 20:29:00,handed_over,5362.0,2021-09-09 20:29:00,,2021-09-07 19:29:00
4035,A+,2023-12-29 13:31:00,2024-02-09 13:31:00,handed_over,4414.0,2024-01-03 13:31:00,,2023-12-29 11:31:00
4036,O-,2024-10-14 18:07:00,2024-11-25 18:07:00,handed_over,1802.0,2024-10-17 18:07:00,,2024-10-14 18:07:00
4037,O-,2017-03-10 03:41:00,2017-04-21 03:41:00,disposed,,,2017-04-21 03:41:00,2017-03-10 03:41:00
4038,O+,2016-02-24 02:35:00,2016-04-06 02:35:00,available,,,,2016-02-24 02:35:00
4039,AB+,2023-08-31 23:35:00,2023-10-12 23:35:00,disposed,,,2023-10-12 23:35:00,2023-08-31 22:35:00
4040,B-,2024-08-26 19:51:00,2024-10-07 19:51:00,available,,,,2024-08-26 17:51:00
4041,O+,2021-03-15 20:16:00,2021-04-26 20:16:00,available,,,,2021-03-15 20:16:00
4042,A-,2024-08-24 15:59:00,2024-10-05 15:59:00,handed_over,2930.0,2024-08-30 15:59:00,,2024-08-24 15:59:00
4043,B+,2024-07-25 16:30:00,2024-09-05 16:30:00,disposed,,,2024-09-03 16:30:00,2024-07-25 16:30:00
4044,AB+,2018-12-29 02:51:00,2019-02-09 02:51:00,available,,,,2018-12-29 00:51:00
4045,B+,2024-11-29 03:39:00,2025-01-10 03:39:00,handed_over,4194.0,2024-12-01 03:39:00,,2024-11-29 01:39:00
4046,B+,2022-05-12 08:53:00,2022-06-23 08:53:00,handed_over,4439.0,2022-05-20 08:53:00,,2022-05-12 07:53:00
4047,B+,2016-09-13 12:25:00,2016-10-25 12:25:00,available,,,,2016-09-13 11:25:00
4048,B-,2020-10-27 22:09:00,2020-12-08 22:09:00,disposed,,,2020-12-05 22:09:00,2020-10-27 20:09:00
4049,O+,2019-12-29 16:23:00,2020-02-09 16:23:00,handed_over,7492.0,2020-01-02 16:23:00,,2019-12-29 15:23:00
4050,A+,2025-02-22 13:26:00,2025-04-05 13:26:00,disposed,,,2025-04-01 13:26:00,2025-02-22 11:26:00
4051,O+,2022-07-26 10:09:00,2022-09-06 10:09:00,handed_over,1767.0,2022-07-29 10:09:00,,2022-07-26 09:09:00
4052,AB+,2019-03-28 06:09:00,2019-05-09 06:09:00,available,,,,2019-03-28 05:09:00
4053,O+,2018-09-10 00:13:00,2018-10-22 00:13:00,handed_over,8100.0,2018-09-15 00:13:00,,2018-09-09 22:13:00
4054,B-,2019-10-10 12:33:00,2019-11-21 12:33:00,handed_over,8900.0,2019-10-18 12:33:00,,2019-10-10 12:33:00
4055,O+,2022-09-14 20:31:00,2022-10-26 20:31:00,handed_over,9501.0,2022-09-23 20:31:00,,2022-09-14 20:31:00
4056,A+,2020-09-26 14:07:00,2020-11-07 14:07:00,available,,,,2020-09-26 13:07:00
4057,O+,2016-12-17 05:25:00,2017-01-28 05:25:00,handed_over,7434.0,2016-12-18 05:25:00,,2016-12-17 05:25:00
4058,A+,2017-07-29 08:56:00,2017-09-09 08:56:00,disposed,,,2017-09-07 08:56:00,2017-07-29 08:56:00
4059,O+,2019-08-04 10:21:00,2019-09-15 10:21:00,handed_over,6308.0,2019-08-08 10:21:00,,2019-08-04 09:21:00
4060,O-,2016-06-10 08:17:00,2016-07-22 08:17:00,available,,,,2016-06-10 08:17:00
4061,A-,2017-10-20 21:17:00,2017-12-01 21:17:00,disposed,,,2017-11-28 21:17:00,2017-10-20 19:17:00
4062,A+,2020-04-21 17:11:00,2020-06-02 17:11:00,handed_over,3762.0,2020-04-27 17:11:00,,2020-04-21 15:11:00
4063,O+,2016-01-04 14:42:00,2016-02-15 14:42:00,handed_over,4627.0,2016-01-10 14:42:00,,2016-01-04 14:42:00
4064,A-,2018-12-10 04:05:00,2019-01-21 04:05:00,available,,,,2018-12-10 02:05:00
4065,O+,2020-06-10 09:55:00,2020-07-22 09:55:00,handed_over,9480.0,2020-06-19 09:55:00,,2020-06-10 07:55:00
4066,A+,2025-01-01 13:03:00,2025-02-12 13:03:00,disposed,,,2025-02-11 13:03:00,2025-01-01 13:03:00
4067,A+,2024-05-17 22:31:00,2024-06-28 22:31:00,available,,,,2024-05-17 20:31:00
4068,O-,2025-12-06 14:25:00,2026-01-17 14:25:00,available,,,,2025-12-06 13:25:00
4069,AB+,2020-04-26 10:08:00,2020-06-07 10:08:00,available,,,,2020-04-26 09:08:00
4070,O+,2023-09-27 01:44:00,2023-11-08 01:44:00,available,,,,2023-09-27 00:44:00
4071,B+,2020-08-17 21:57:00,2020-09-28 21:57:00,handed_over,6452.0,2020-08-18 21:57:00,,2020-08-17 21:57:00
4072,AB+,2017-12-30 07:20:00,2018-02-10 07:20:00,available,,,,2017-12-30 05:20:00
4073,B-,2022-05-13 07:00:00,2022-06-24 07:00:00,available,,,,2022-05-13 07:00:00
4074,AB+,2025-05-22 12:08:00,2025-07-03 12:08:00,disposed,,,2025-07-01 12:08:00,2025-05-22 12:08:00
4075,AB+,2025-01-04 05:46:00,2025-02-15 05:46:00,handed_over,1527.0,2025-01-09 05:46:00,,2025-01-04 03:46:00
4076,B-,2018-09-09 15:35:00,2018-10-21 15:35:00,available,,,,2018-09-09 13:35:00
4077,B+,2021-08-05 16:08:00,2021-09-16 16:08:00,handed_over,1217.0,2021-08-06 16:08:00,,2021-08-05 14:08:00
4078,A-,2016-01-12 21:50:00,2016-02-23 21:50:00,available,,,,2016-01-12 21:50:00
4079,O+,2017-11-22 11:53:00,2018-01-03 11:53:00,available,,,,2017-11-22 11:53:00
4080,A+,2016-03-10 11:08:00,2016-04-21 11:08:00,handed_over,9893.0,2016-03-16 11:08:00,,2016-03-10 10:08:00
4081,AB+,2024-07-20 04:52:00,2024-08-31 04:52:00,handed_over,8299.0,2024-07-29 04:52:00,,2024-07-20 04:52:00
4082,A+,2025-02-12 01:07:00,2025-03-26 01:07:00,disposed,,,2025-03-23 01:07:00,2025-02-11 23:07:00
4083,AB+,2018-06-24 14:40:00,2018-08-05 14:40:00,handed_over,8051.0,2018-06-28 14:40:00,,2018-06-24 14:40:00
4084,O+,2017-07-29 09:42:00,2017-09-09 09:42:00,disposed,,,2017-09-07 09:42:00,2017-07-29 08:42:00
4085,A+,2021-12-12 08:13:00,2022-01-23 08:13:00,disposed,,,2022-01-23 08:13:00,2021-12-12 06:13:00
4086,A+,2021-07-13 08:31:00,2021-08-24 08:31:00,handed_over,8648.0,2021-07-22 08:31:00,,2021-07-13 07:31:00
4087,A+,2021-12-19 01:50:00,2022-01-30 01:50:00,disposed,,,2022-01-30 01:50:00,2021-12-19 01:50:00
4088,AB+,2017-04-25 20:00:00,2017-06-06 20:00:00,handed_over,7500.0,2017-04-28 20:00:00,,2017-04-25 20:00:00
4089,O+,2022-07-06 00:45:00,2022-08-17 00:45:00,available,,,,2022-07-05 23:45:00
4090,A+,2018-08-12 10:06:00,2018-09-23 10:06:00,available,,,,2018-08-12 09:06:00
4091,O+,2018-04-13 14:07:00,2018-05-25 14:07:00,available,,,,2018-04-13 12:07:00
4092,B+,2020-11-16 19:56:00,2020-12-28 19:56:00,disposed,,,2020-12-26 19:56:00,2020-11-16 17:56:00
4093,B+,2016-03-30 07:41:00,2016-05-11 07:41:00,handed_over,9245.0,2016-04-06 07:41:00,,2016-03-30 06:41:00
4094,O+,2021-05-24 02:51:00,2021-07-05 02:51:00,handed_over,3979.0,2021-05-29 02:51:00,,2021-05-24 00:51:00
4095,B+,2020-02-26 08:40:00,2020-04-08 08:40:00,available,,,,2020-02-26 07:40:00
4096,B+,2016-05-03 05:07:00,2016-06-14 05:07:00,handed_over,4016.0,2016-05-04 05:07:00,,2016-05-03 04:07:00
4097,A+,2022-04-01 07:43:00,2022-05-13 07:43:00,available,,,,2022-04-01 07:43:00
4098,A+,2024-04-05 22:03:00,2024-05-17 22:03:00,disposed,,,2024-05-15 22:03:00,2024-04-05 21:03:00
4099,A-,2024-11-21 19:37:00,2025-01-02 19:37:00,disposed,,,2024-12-29 19:37:00,2024-11-21 17:37:00
4100,A+,2020-02-10 08:22:00,2020-03-23 08:22:00,handed_over,5948.0,2020-02-17 08:22:00,,2020-02-10 07:22:00
4101,AB+,2021-08-14 20:55:00,2021-09-25 20:55:00,available,,,,2021-08-14 20:55:00
4102,B+,2021-02-04 16:16:00,2021-03-18 16:16:00,available,,,,2021-02-04 14:16:00
4103,B+,2022-03-14 23:21:00,2022-04-25 23:21:00,available,,,,2022-03-14 22:21:00
4104,A+,2025-07-04 13:33:00,2025-08-15 13:33:00,available,,,,2025-07-04 13:33:00
4105,A-,2017-12-30 18:25:00,2018-02-10 18:25:00,disposed,,,2018-02-09 18:25:00,2017-12-30 16:25:00
4106,AB+,2019-06-29 02:01:00,2019-08-10 02:01:00,available,,,,2019-06-29 02:01:00
4107,O-,2018-10-22 21:06:00,2018-12-03 21:06:00,handed_over,9215.0,2018-10-30 21:06:00,,2018-10-22 21:06:00
4108,A+,2021-08-13 16:37:00,2021-09-24 16:37:00,handed_over,6257.0,2021-08-19 16:37:00,,2021-08-13 14:37:00
4109,O+,2021-03-09 19:05:00,2021-04-20 19:05:00,handed_over,2401.0,2021-03-10 19:05:00,,2021-03-09 19:05:00
4110,B-,2016-07-19 19:59:00,2016-08-30 19:59:00,available,,,,2016-07-19 19:59:00
4111,B-,2025-03-12 03:25:00,2025-04-23 03:25:00,disposed,,,2025-04-23 03:25:00,2025-03-12 03:25:00
4112,B+,2024-02-19 04:50:00,2024-04-01 04:50:00,handed_over,6698.0,2024-02-28 04:50:00,,2024-02-19 02:50:00
4113,A+,2017-08-08 17:14:00,2017-09-19 17:14:00,handed_over,3516.0,2017-08-15 17:14:00,,2017-08-08 17:14:00
4114,A+,2020-09-16 00:04:00,2020-10-28 00:04:00,available,,,,2020-09-15 23:04:00
4115,AB+,2022-05-29 07:21:00,2022-07-10 07:21:00,disposed,,,2022-07-08 07:21:00,2022-05-29 07:21:00
